                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 2.0761,                 1.3983,                 1.4636,                0.57602,                  0.506,                0.52603,                0.27887,                 1.9385,                 1.2181,                 1.3431,              0.0011885,              0.0011885,              0.0011885
                     37,                 2.1202,                 1.3958,                 1.4336,                0.71165,                0.56244,                0.58811,                0.32156,                 1.9879,                 1.1845,                  1.346,              0.0011814,              0.0011814,              0.0011814
                     38,                 2.1034,                 1.3559,                   1.45,                0.81251,                0.51488,                0.62532,                0.33866,                 1.8915,                 1.1504,                 1.3166,              0.0011744,              0.0011744,              0.0011744
                     39,                 2.0659,                 1.3261,                 1.4227,                0.60534,                0.55706,                0.56976,                0.30638,                 1.8912,                 1.1632,                  1.306,              0.0011673,              0.0011673,              0.0011673
                     40,                 2.0326,                 1.3227,                  1.421,                0.57246,                0.55269,                0.52332,                0.29572,                 1.8015,                  1.168,                 1.2818,              0.0011602,              0.0011602,              0.0011602
                     41,                 2.0048,                 1.2746,                 1.3883,                0.72318,                0.52665,                0.61641,                0.34513,                 1.8275,                 1.1424,                 1.2938,              0.0011531,              0.0011531,              0.0011531
                     42,                 1.9728,                 1.2618,                 1.4039,                0.77434,                0.53063,                0.63727,                0.37985,                 1.7819,                 1.1073,                 1.2741,              0.0011461,              0.0011461,              0.0011461
                     43,                 1.9421,                 1.2544,                 1.3601,                0.73382,                 0.5627,                0.62988,                0.35096,                 1.7941,                 1.1138,                 1.2898,               0.001139,               0.001139,               0.001139
                     44,                 1.9164,                 1.2136,                  1.346,                 0.7494,                0.55543,                0.62448,                0.35791,                 1.7295,                 1.0619,                 1.2436,              0.0011319,              0.0011319,              0.0011319
                     45,                 1.9188,                 1.2019,                 1.3515,                0.73819,                0.58345,                0.63384,                0.37134,                  1.696,                 1.0074,                 1.2327,              0.0011248,              0.0011248,              0.0011248
                     46,                 1.9064,                 1.1974,                 1.3243,                0.69316,                0.58683,                0.63237,                0.36391,                 1.7066,                 1.0292,                 1.2489,              0.0011178,              0.0011178,              0.0011178
                     47,                  1.884,                 1.1838,                 1.3266,                0.73739,                0.58891,                0.63342,                0.37595,                  1.637,                 1.0055,                 1.2124,              0.0011107,              0.0011107,              0.0011107
                     48,                 1.8032,                 1.1311,                 1.2767,                0.76187,                0.59913,                0.64421,                0.37231,                 1.7289,                 1.0189,                  1.244,              0.0011036,              0.0011036,              0.0011036
                     49,                  1.846,                 1.1483,                 1.3304,                0.79165,                0.60555,                0.66636,                0.39611,                 1.6176,                0.95952,                 1.2064,              0.0010965,              0.0010965,              0.0010965
                     50,                 1.7814,                 1.1231,                 1.2979,                0.73176,                0.60729,                0.65529,                0.38033,                 1.6286,                 0.9885,                 1.1939,              0.0010895,              0.0010895,              0.0010895
                     51,                 1.8012,                 1.1535,                 1.3187,                 0.7723,                0.60198,                 0.6419,                0.32627,                 1.7114,                 1.0071,                   1.21,              0.0010824,              0.0010824,              0.0010824
                     52,                 1.8062,                  1.108,                 1.2862,                  0.785,                0.58921,                0.66822,                0.39788,                 1.6488,                0.97847,                  1.191,              0.0010753,              0.0010753,              0.0010753
                     53,                 1.7634,                  1.097,                 1.2882,                0.81876,                0.58007,                0.67476,                0.40511,                  1.615,                0.95307,                 1.1932,              0.0010682,              0.0010682,              0.0010682
                     54,                 1.7857,                 1.0854,                 1.2645,                0.87907,                0.55828,                0.67352,                0.40282,                 1.5473,                0.93701,                  1.162,              0.0010612,              0.0010612,              0.0010612
                     55,                 1.7713,                 1.1214,                 1.2825,                0.81697,                0.57852,                0.67608,                0.40556,                 1.5682,                0.98397,                 1.1624,              0.0010541,              0.0010541,              0.0010541
                     56,                 1.7633,                  1.128,                 1.2857,                0.72737,                0.60395,                0.61714,                0.33958,                 1.7205,                0.99574,                 1.1996,               0.001047,               0.001047,               0.001047
                     57,                 1.7532,                 1.0826,                 1.2479,                0.69404,                0.64244,                0.64909,                0.38201,                 1.5768,                 0.9391,                 1.1564,                0.00104,                0.00104,                0.00104
                     58,                 1.7245,                 1.0704,                 1.2475,                0.67748,                0.63841,                0.64774,                 0.3775,                 1.6022,                0.92989,                 1.1602,              0.0010329,              0.0010329,              0.0010329
                     59,                  1.768,                 1.0904,                 1.2568,                0.74291,                0.60137,                0.64848,                0.39103,                 1.5948,                0.95389,                 1.1665,              0.0010258,              0.0010258,              0.0010258
                     60,                 1.7349,                 1.0747,                 1.2652,                0.78111,                0.61321,                0.65848,                0.37989,                 1.6474,                0.99927,                 1.1718,              0.0010187,              0.0010187,              0.0010187
                     61,                  1.718,                 1.0802,                 1.2575,                0.74287,                0.63305,                0.67385,                0.40521,                 1.5902,                0.95425,                 1.1535,              0.0010117,              0.0010117,              0.0010117
                     62,                 1.6843,                 1.0731,                 1.2591,                0.83588,                0.54684,                0.67179,                0.41984,                   1.54,                 0.9424,                 1.1497,              0.0010046,              0.0010046,              0.0010046
                     63,                 1.6347,                 1.0222,                 1.2064,                0.90941,                0.58236,                0.69658,                0.42683,                 1.5253,                0.88751,                 1.1333,             0.00099751,             0.00099751,             0.00099751
                     64,                 1.6604,                 1.0415,                  1.216,                0.83223,                0.61576,                0.69534,                0.41833,                 1.5173,                0.88776,                 1.1181,             0.00099044,             0.00099044,             0.00099044
                     65,                 1.6473,                 1.0463,                 1.2133,                0.76421,                0.59571,                0.68565,                0.41639,                 1.5194,                0.89011,                 1.1258,             0.00098337,             0.00098337,             0.00098337
                     66,                 1.6464,                 1.0099,                 1.2008,                0.70728,                  0.662,                 0.6947,                0.43148,                 1.4547,                0.85776,                 1.1184,             0.00097629,             0.00097629,             0.00097629
                     67,                 1.6562,                 1.0098,                 1.2147,                 0.7872,                0.65721,                0.70711,                0.41763,                 1.5139,                0.87783,                 1.1341,             0.00096922,             0.00096922,             0.00096922
                     68,                 1.6504,                 1.0255,                 1.2064,                0.80582,                0.63255,                 0.7054,                0.43742,                 1.5247,                0.86638,                 1.1328,             0.00096215,             0.00096215,             0.00096215
                     69,                 1.6057,                0.98668,                 1.2079,                0.85287,                0.61943,                 0.6976,                0.44127,                  1.469,                0.86964,                 1.1302,             0.00095507,             0.00095507,             0.00095507
                     70,                 1.5962,                0.99322,                 1.2005,                0.81709,                0.64766,                0.70967,                0.45169,                 1.4087,                 0.8461,                 1.1007,               0.000948,               0.000948,               0.000948
                     71,                 1.6027,                0.98579,                 1.1804,                0.84877,                0.63934,                0.70957,                0.44616,                 1.4425,                0.85011,                 1.0978,             0.00094093,             0.00094093,             0.00094093
                     72,                  1.566,                0.97866,                 1.1775,                0.83875,                0.64026,                0.70637,                0.44998,                 1.4646,                0.85742,                 1.1003,             0.00093385,             0.00093385,             0.00093385
                     73,                 1.5557,                0.94382,                 1.1654,                0.78721,                0.67174,                0.71359,                0.45932,                 1.3785,                0.81948,                 1.0831,             0.00092678,             0.00092678,             0.00092678
                     74,                 1.5651,                0.94854,                 1.1633,                0.83205,                0.65734,                   0.72,                0.45712,                 1.4304,                0.82336,                    1.1,              0.0009197,              0.0009197,              0.0009197
                     75,                 1.5374,                0.95968,                 1.1825,                0.85598,                 0.6517,                0.72931,                0.45499,                 1.4347,                0.83152,                  1.087,             0.00091263,             0.00091263,             0.00091263
                     76,                 1.5184,                0.93797,                 1.1587,                0.85852,                 0.6486,                0.72375,                0.46835,                 1.3703,                0.80163,                 1.0697,             0.00090556,             0.00090556,             0.00090556
                     77,                 1.5379,                0.95082,                 1.1727,                0.85286,                0.65466,                0.72103,                0.46022,                 1.4504,                 0.8189,                  1.095,             0.00089848,             0.00089848,             0.00089848
                     78,                 1.5314,                0.95228,                  1.183,                0.83102,                0.65537,                0.72584,                0.47402,                 1.3854,                0.81227,                 1.0793,             0.00089141,             0.00089141,             0.00089141
                     79,                 1.5398,                0.94456,                   1.16,                0.79851,                0.67282,                0.72393,                0.46942,                 1.4083,                0.79342,                 1.0763,             0.00088434,             0.00088434,             0.00088434
                     80,                 1.4794,                0.89807,                 1.1463,                0.81754,                0.65431,                0.72602,                0.46621,                 1.3862,                0.79622,                 1.0686,             0.00087726,             0.00087726,             0.00087726
                     81,                 1.4896,                0.91032,                 1.1309,                0.86402,                0.65205,                0.72553,                0.45344,                 1.3893,                0.78485,                 1.0682,             0.00087019,             0.00087019,             0.00087019
                     82,                 1.5137,                0.92377,                 1.1634,                0.84522,                0.65764,                0.72396,                0.45212,                 1.3416,                0.78792,                 1.0635,             0.00086312,             0.00086312,             0.00086312
                     83,                 1.4913,                0.91857,                 1.1333,                0.86384,                0.65765,                0.72986,                0.45767,                 1.3734,                0.78432,                 1.0648,             0.00085604,             0.00085604,             0.00085604
                     84,                 1.4403,                0.88797,                  1.125,                0.82835,                0.66727,                0.72841,                0.47875,                 1.3486,                 0.7628,                  1.047,             0.00084897,             0.00084897,             0.00084897
                     85,                 1.4625,                0.88541,                 1.1178,                 0.8359,                0.66841,                0.73498,                0.48658,                  1.324,                0.75307,                 1.0466,              0.0008419,              0.0008419,              0.0008419
                     86,                 1.5084,                0.90752,                 1.1379,                0.85982,                0.66064,                0.72823,                0.45928,                  1.364,                0.77576,                 1.0617,             0.00083482,             0.00083482,             0.00083482
                     87,                 1.4849,                0.90654,                 1.1362,                0.86103,                0.65959,                0.73162,                0.46043,                  1.347,                0.77163,                  1.059,             0.00082775,             0.00082775,             0.00082775
                     88,                 1.4749,                0.91762,                 1.1288,                0.84621,                0.66314,                0.72899,                0.47153,                 1.3344,                0.81737,                 1.0495,             0.00082067,             0.00082067,             0.00082067
                     89,                  1.468,                0.89941,                 1.1279,                0.86842,                0.64994,                0.72641,                0.46677,                 1.3418,                0.78702,                 1.0598,              0.0008136,              0.0008136,              0.0008136
                     90,                 1.4806,                 0.9027,                 1.1268,                 0.8351,                0.67529,                0.73407,                0.47638,                  1.339,                0.77743,                 1.0457,             0.00080653,             0.00080653,             0.00080653
                     91,                 1.4622,                0.88806,                 1.1297,                0.86291,                0.66298,                0.73869,                0.47506,                 1.3106,                0.75922,                 1.0414,             0.00079945,             0.00079945,             0.00079945
                     92,                   1.43,                0.85662,                 1.1033,                0.83813,                0.67156,                0.74263,                0.47875,                 1.3517,                0.75741,                 1.0482,             0.00079238,             0.00079238,             0.00079238
                     93,                 1.4285,                0.87464,                 1.1133,                0.88499,                0.65859,                0.73918,                0.46334,                 1.3374,                0.76501,                 1.0451,             0.00078531,             0.00078531,             0.00078531
                     94,                 1.4495,                0.89268,                 1.1263,                0.88488,                0.66138,                0.74015,                0.47623,                 1.3017,                0.74633,                 1.0408,             0.00077823,             0.00077823,             0.00077823
                     95,                 1.4433,                0.87675,                 1.1242,                0.82385,                0.68403,                0.74187,                0.48114,                 1.2893,                0.75104,                 1.0345,             0.00077116,             0.00077116,             0.00077116
                     96,                 1.4105,                0.84822,                 1.0952,                0.80525,                0.68193,                0.73432,                0.48462,                 1.3048,                0.76424,                 1.0332,             0.00076409,             0.00076409,             0.00076409
                     97,                 1.4138,                0.85307,                 1.1122,                  0.852,                0.67258,                0.74058,                0.49136,                 1.3206,                0.75372,                 1.0387,             0.00075701,             0.00075701,             0.00075701
                     98,                 1.4318,                0.86944,                 1.1061,                0.86604,                0.67412,                 0.7453,                0.49486,                 1.3118,                0.74938,                 1.0388,             0.00074994,             0.00074994,             0.00074994
                     99,                  1.427,                 0.8552,                 1.0965,                0.84994,                0.68613,                0.74415,                0.49064,                 1.3163,                0.73432,                 1.0391,             0.00074287,             0.00074287,             0.00074287
                    100,                 1.4085,                0.85187,                 1.1063,                0.83361,                0.67729,                0.73948,                0.49271,                 1.2927,                0.73806,                 1.0328,             0.00073579,             0.00073579,             0.00073579
                    101,                 1.4134,                0.83471,                 1.0949,                0.85225,                0.66404,                0.74616,                0.49517,                  1.285,                0.74058,                  1.029,             0.00072872,             0.00072872,             0.00072872
                    102,                 1.3908,                0.83666,                 1.0893,                0.85025,                0.65538,                0.74594,                0.50483,                 1.2658,                0.72526,                 1.0268,             0.00072164,             0.00072164,             0.00072164
                    103,                 1.4489,                0.88706,                 1.1389,                0.85331,                0.66922,                0.74562,                0.48823,                  1.335,                0.73385,                 1.0317,             0.00071457,             0.00071457,             0.00071457
                    104,                 1.3644,                0.81859,                  1.063,                0.85865,                0.67537,                0.74711,                0.49634,                 1.2782,                0.72242,                 1.0172,              0.0007075,              0.0007075,              0.0007075
                    105,                 1.3857,                0.83123,                 1.0874,                0.84175,                0.68084,                0.74501,                0.50668,                 1.2531,                0.73302,                 1.0125,             0.00070042,             0.00070042,             0.00070042
                    106,                 1.3724,                0.82809,                 1.0935,                0.83711,                0.68553,                0.74416,                0.49772,                 1.2773,                0.73041,                 1.0231,             0.00069335,             0.00069335,             0.00069335
                    107,                 1.3552,                0.81485,                 1.0688,                0.79768,                0.68911,                0.74439,                 0.5022,                 1.2403,                0.71807,                 1.0162,             0.00068628,             0.00068628,             0.00068628
                    108,                 1.3658,                 0.8156,                 1.0632,                0.82174,                0.69936,                0.75132,                0.50254,                 1.2768,                0.71139,                 1.0184,              0.0006792,              0.0006792,              0.0006792
                    109,                 1.3466,                0.80966,                 1.0763,                0.83327,                0.69343,                 0.7493,                0.50182,                 1.2598,                0.71065,                 1.0135,             0.00067213,             0.00067213,             0.00067213
                    110,                 1.3974,                 0.8314,                 1.0918,                0.82501,                0.69862,                0.75602,                0.50165,                  1.244,                0.70806,                 1.0146,             0.00066506,             0.00066506,             0.00066506
                    111,                 1.3235,                0.80465,                 1.0883,                0.81903,                0.69684,                0.75681,                0.50981,                 1.2545,                0.71626,                 1.0179,             0.00065798,             0.00065798,             0.00065798
                    112,                 1.3324,                0.81198,                 1.0885,                0.85926,                  0.684,                0.75966,                0.48682,                 1.2724,                0.71154,                 1.0244,             0.00065091,             0.00065091,             0.00065091
                    113,                 1.3674,                0.81771,                 1.0866,                0.84603,                0.69192,                0.75925,                0.50261,                 1.2331,                0.70025,                 1.0051,             0.00064384,             0.00064384,             0.00064384
                    114,                 1.3189,                0.78675,                 1.0575,                0.87923,                0.68468,                0.76111,                0.51183,                 1.2461,                0.69652,                  1.009,             0.00063676,             0.00063676,             0.00063676
                    115,                 1.3705,                0.80585,                 1.0833,                0.81294,                0.68649,                0.74708,                0.50061,                 1.2605,                0.72688,                 1.0197,             0.00062969,             0.00062969,             0.00062969
                    116,                 1.3503,                 0.8128,                 1.0706,                0.87353,                0.68204,                0.75492,                0.51415,                 1.2478,                0.69838,                 0.9996,             0.00062262,             0.00062262,             0.00062262
                    117,                  1.326,                0.79867,                  1.069,                0.85751,                0.68912,                0.74994,                0.50774,                 1.2643,                0.70334,                 1.0029,             0.00061554,             0.00061554,             0.00061554
                    118,                 1.3222,                0.79103,                 1.0636,                0.82038,                0.70665,                0.75885,                0.51425,                 1.2303,                0.70123,                0.99974,             0.00060847,             0.00060847,             0.00060847
                    119,                 1.3216,                0.77944,                 1.0509,                0.84897,                0.68163,                0.75652,                  0.519,                  1.234,                 0.7004,                 1.0036,             0.00060139,             0.00060139,             0.00060139
                    120,                 1.3198,                0.79128,                 1.0753,                0.85781,                 0.6881,                0.75724,                0.50533,                 1.2415,                0.69624,                 1.0001,             0.00059432,             0.00059432,             0.00059432
                    121,                 1.3158,                0.79399,                 1.0737,                0.84656,                0.69635,                 0.7564,                 0.5151,                 1.2282,                0.70367,                0.99717,             0.00058725,             0.00058725,             0.00058725
                    122,                 1.3073,                 0.7865,                 1.0448,                0.84543,                0.69787,                0.75038,                0.50752,                 1.2297,                0.70006,                0.99731,             0.00058017,             0.00058017,             0.00058017
                    123,                 1.3221,                0.79203,                 1.0744,                0.86326,                0.69299,                0.75661,                0.50589,                 1.2331,                 0.6941,                0.99746,              0.0005731,              0.0005731,              0.0005731
                    124,                 1.3101,                0.77533,                 1.0615,                0.88176,                0.68427,                0.75435,                 0.5139,                 1.2086,                0.68169,                0.99515,             0.00056603,             0.00056603,             0.00056603
                    125,                 1.3144,                0.78741,                 1.0589,                0.89591,                0.66572,                0.75553,                0.52042,                 1.1895,                0.69324,                0.99132,             0.00055895,             0.00055895,             0.00055895
                    126,                 1.3167,                0.78422,                 1.0418,                0.82889,                0.69556,                0.75541,                0.51348,                 1.2376,                0.69493,                0.99857,             0.00055188,             0.00055188,             0.00055188
                    127,                 1.2985,                 0.7774,                 1.0446,                0.82614,                0.68351,                0.75362,                0.52146,                  1.204,                0.68555,                 0.9903,             0.00054481,             0.00054481,             0.00054481
                    128,                 1.2858,                 0.7916,                 1.0697,                0.89642,                0.67004,                0.75859,                0.52681,                 1.2037,                0.68322,                0.99561,             0.00053773,             0.00053773,             0.00053773
                    129,                  1.348,                 0.7869,                 1.0475,                 0.8936,                0.68338,                0.75924,                0.53013,                 1.2004,                0.68558,                0.98807,             0.00053066,             0.00053066,             0.00053066
                    130,                 1.3336,                 0.7975,                 1.0778,                  0.846,                0.69743,                0.75496,                0.51942,                 1.1846,                0.69404,                0.98809,             0.00052359,             0.00052359,             0.00052359
                    131,                 1.3155,                0.79201,                 1.0512,                 0.8405,                0.69781,                0.75484,                 0.5059,                 1.2437,                0.69885,                 1.0027,             0.00051651,             0.00051651,             0.00051651
                    132,                 1.2893,                0.78053,                 1.0623,                0.85928,                0.68253,                0.75709,                0.52212,                 1.1957,                0.68705,                0.98983,             0.00050944,             0.00050944,             0.00050944
                    133,                 1.2955,                0.76386,                 1.0435,                0.87072,                0.69273,                0.75929,                0.51418,                 1.2159,                0.68047,                0.98884,             0.00050236,             0.00050236,             0.00050236
                    134,                 1.3115,                0.76964,                 1.0573,                0.88018,                0.68966,                0.76401,                0.51837,                  1.189,                0.67493,                0.98209,             0.00049529,             0.00049529,             0.00049529
                    135,                 1.2796,                0.76993,                 1.0421,                0.84959,                0.70087,                 0.7646,                0.52757,                 1.1808,                  0.665,                0.98054,             0.00048822,             0.00048822,             0.00048822
                    136,                 1.2649,                0.75145,                 1.0355,                0.85945,                0.69011,                0.76235,                0.52605,                 1.1771,                0.67064,                0.98384,             0.00048114,             0.00048114,             0.00048114
                    137,                 1.2653,                 0.7605,                 1.0561,                0.84363,                 0.7082,                0.76399,                0.52995,                 1.1764,                0.65964,                0.98542,             0.00047407,             0.00047407,             0.00047407
                    138,                 1.2565,                0.75531,                 1.0386,                0.87342,                0.69642,                0.76874,                0.52308,                 1.1857,                0.67223,                0.98572,               0.000467,               0.000467,               0.000467
                    139,                 1.2845,                0.75911,                 1.0382,                0.83625,                0.71371,                0.76812,                 0.5234,                 1.1867,                0.67431,                0.98716,             0.00045992,             0.00045992,             0.00045992
                    140,                 1.2702,                0.75657,                 1.0355,                0.84766,                0.70726,                0.76278,                0.52447,                 1.1818,                0.66871,                 0.9842,             0.00045285,             0.00045285,             0.00045285
                    141,                 1.2597,                0.74817,                  1.032,                0.84809,                0.70511,                0.76364,                0.52819,                 1.1812,                0.65974,                0.98381,             0.00044578,             0.00044578,             0.00044578
                    142,                 1.3027,                0.75242,                 1.0276,                0.83689,                0.69703,                0.76271,                0.52284,                 1.1802,                0.66748,                0.98512,              0.0004387,              0.0004387,              0.0004387
                    143,                 1.2921,                0.76493,                 1.0355,                0.88589,                0.70025,                0.76953,                0.52568,                 1.1737,                0.66428,                0.97783,             0.00043163,             0.00043163,             0.00043163
                    144,                 1.2711,                0.75119,                 1.0263,                0.87381,                0.70406,                0.76749,                0.52118,                   1.17,                0.66267,                0.98152,             0.00042456,             0.00042456,             0.00042456
                    145,                 1.2124,                0.74211,                 1.0404,                0.85674,                0.70962,                0.76973,                0.52223,                 1.1884,                0.66037,                0.98331,             0.00041748,             0.00041748,             0.00041748
                    146,                 1.2524,                0.74263,                 1.0413,                0.85958,                0.71138,                0.77244,                0.53538,                  1.158,                0.64981,                0.97502,             0.00041041,             0.00041041,             0.00041041
                    147,                 1.2303,                0.74245,                 1.0312,                0.88329,                0.70346,                0.77571,                 0.5319,                 1.1646,                0.65747,                0.97658,             0.00040334,             0.00040334,             0.00040334
                    148,                 1.2622,                0.74659,                 1.0342,                0.88868,                0.69427,                0.76619,                0.53587,                 1.1732,                0.65778,                  0.979,             0.00039626,             0.00039626,             0.00039626
                    149,                 1.2192,                0.74183,                 1.0433,                0.88331,                0.69085,                0.77376,                0.53255,                 1.1631,                0.65867,                0.97712,             0.00038919,             0.00038919,             0.00038919
                    150,                 1.2623,                 0.7367,                 1.0398,                0.86275,                0.70692,                0.76614,                0.51998,                 1.1638,                0.66269,                0.97501,             0.00038211,             0.00038211,             0.00038211
                    151,                 1.2646,                0.75142,                 1.0382,                0.85191,                0.69528,                0.76101,                0.51783,                 1.1656,                0.66652,                 0.9772,             0.00037504,             0.00037504,             0.00037504
                    152,                 1.2447,                0.72605,                 1.0228,                0.84775,                0.69528,                0.76535,                0.52805,                 1.1866,                0.66338,                0.98612,             0.00036797,             0.00036797,             0.00036797
                    153,                 1.2194,                0.73008,                  1.021,                0.85601,                0.68893,                0.77164,                0.53245,                 1.1728,                0.65317,                0.97837,             0.00036089,             0.00036089,             0.00036089
